component_type,criticality,status,action,strategy_type,upstream_callers_count,downstream_deps_count,total_affected_count,critical_callers_count,max_dependency_depth,is_spof,cross_env_links,cpu_percent,has_cpu_telemetry,storage_gb,has_storage_telemetry,cost_per_month,risk_score,simulated_downtime_minutes,has_downtime_metric,simulated_cost_delta,has_cost_metric,strategy_complexity,provides_redundancy,requires_data_sync,zero_downtime_capable,suitability_score,is_suitable_label
database,high,warning,restart,phased_blue_green,4,4,8,2,1,0,0,49.0,1,847.3,1,848.75,57,77.4,1,0.0,1,2,1,1,1,0.6415,0
database,high,warning,restart,multi_az_modernize,4,4,8,2,1,0,0,49.0,1,847.3,1,848.75,57,77.4,1,0.0,1,3,1,0,1,0.98,1
database,high,warning,restart,read_replica_offload,4,4,8,2,1,0,0,49.0,1,847.3,1,848.75,57,77.4,1,0.0,1,3,0,1,0,0.9508,1
database,high,warning,restart,auto_scaling_group,4,4,8,2,1,0,0,49.0,1,847.3,1,848.75,57,77.4,1,0.0,1,2,1,0,1,0.1126,0
database,high,warning,restart,dependency_circuit_breaker,4,4,8,2,1,0,0,49.0,1,847.3,1,848.75,57,77.4,1,0.0,1,3,0,0,0,0.9031,1
server,high,active,restart,direct_lift_shift,0,0,0,0,0,0,0,42.3,1,899.3,1,475.44,27,60.0,1,0.0,1,1,0,0,0,0.6559,0
server,high,active,restart,phased_blue_green,0,0,0,0,0,0,0,42.3,1,899.3,1,475.44,27,60.0,1,0.0,1,2,1,1,1,0.5178,0
server,high,active,restart,multi_az_modernize,0,0,0,0,0,0,0,42.3,1,899.3,1,475.44,27,60.0,1,0.0,1,3,1,0,1,0.98,1
server,high,active,restart,read_replica_offload,0,0,0,0,0,0,0,42.3,1,899.3,1,475.44,27,60.0,1,0.0,1,3,0,1,0,0.0935,0
server,high,active,restart,auto_scaling_group,0,0,0,0,0,0,0,42.3,1,899.3,1,475.44,27,60.0,1,0.0,1,2,1,0,1,0.5132,0
server,high,active,restart,dependency_circuit_breaker,0,0,0,0,0,0,0,42.3,1,899.3,1,475.44,27,60.0,1,0.0,1,3,0,0,0,0.18,0
server,low,warning,restart,direct_lift_shift,2,4,6,0,1,1,0,76.2,1,225.2,1,840.95,45,31.3,1,0.0,1,1,0,0,0,0.2744,0
server,low,warning,restart,phased_blue_green,2,4,6,0,1,1,0,76.2,1,225.2,1,840.95,45,31.3,1,0.0,1,2,1,1,1,0.6367,0
server,low,warning,restart,multi_az_modernize,2,4,6,0,1,1,0,76.2,1,225.2,1,840.95,45,31.3,1,0.0,1,3,1,0,1,0.98,1
server,low,warning,restart,read_replica_offload,2,4,6,0,1,1,0,76.2,1,225.2,1,840.95,45,31.3,1,0.0,1,3,0,1,0,0.1192,0
server,low,warning,restart,auto_scaling_group,2,4,6,0,1,1,0,76.2,1,225.2,1,840.95,45,31.3,1,0.0,1,2,1,0,1,0.9097,1
server,low,warning,restart,dependency_circuit_breaker,2,4,6,0,1,1,0,76.2,1,225.2,1,840.95,45,31.3,1,0.0,1,3,0,0,0,0.5067,0
server,critical,active,migrate,direct_lift_shift,0,5,5,0,0,0,0,10.5,1,543.3,1,2285.54,50,42.2,1,457.11,1,1,0,0,0,0.5135,0
server,critical,active,migrate,phased_blue_green,0,5,5,0,0,0,0,10.5,1,543.3,1,2285.54,50,42.2,1,457.11,1,2,1,1,1,0.8693,1
server,critical,active,migrate,multi_az_modernize,0,5,5,0,0,0,0,10.5,1,543.3,1,2285.54,50,42.2,1,457.11,1,3,1,0,1,0.98,1
server,critical,active,migrate,read_replica_offload,0,5,5,0,0,0,0,10.5,1,543.3,1,2285.54,50,42.2,1,457.11,1,3,0,1,0,0.1299,0
server,critical,active,migrate,auto_scaling_group,0,5,5,0,0,0,0,10.5,1,543.3,1,2285.54,50,42.2,1,457.11,1,2,1,0,1,0.4842,0
server,critical,active,migrate,dependency_circuit_breaker,0,5,5,0,0,0,0,10.5,1,543.3,1,2285.54,50,42.2,1,457.11,1,3,0,0,0,0.1624,0
container,medium,active,migrate,direct_lift_shift,2,0,2,0,3,0,3,77.5,1,-1.0,0,1548.34,62,29.9,1,309.67,1,1,0,0,0,0.657,0
container,medium,active,migrate,phased_blue_green,2,0,2,0,3,0,3,77.5,1,-1.0,0,1548.34,62,29.9,1,309.67,1,2,1,1,1,0.7066,1
container,medium,active,migrate,multi_az_modernize,2,0,2,0,3,0,3,77.5,1,-1.0,0,1548.34,62,29.9,1,309.67,1,3,1,0,1,0.4988,0
container,medium,active,migrate,read_replica_offload,2,0,2,0,3,0,3,77.5,1,-1.0,0,1548.34,62,29.9,1,309.67,1,3,0,1,0,0.1056,0
container,medium,active,migrate,auto_scaling_group,2,0,2,0,3,0,3,77.5,1,-1.0,0,1548.34,62,29.9,1,309.67,1,2,1,0,1,0.98,1
container,medium,active,migrate,dependency_circuit_breaker,2,0,2,0,3,0,3,77.5,1,-1.0,0,1548.34,62,29.9,1,309.67,1,3,0,0,0,0.44,0
server,medium,warning,restart,direct_lift_shift,7,2,9,4,4,1,0,37.5,1,190.1,1,444.06,62,44.5,1,0.0,1,1,0,0,0,0.2371,0
server,medium,warning,restart,phased_blue_green,7,2,9,4,4,1,0,37.5,1,190.1,1,444.06,62,44.5,1,0.0,1,2,1,1,1,0.7034,1
server,medium,warning,restart,multi_az_modernize,7,2,9,4,4,1,0,37.5,1,190.1,1,444.06,62,44.5,1,0.0,1,3,1,0,1,0.98,1
server,medium,warning,restart,read_replica_offload,7,2,9,4,4,1,0,37.5,1,190.1,1,444.06,62,44.5,1,0.0,1,3,0,1,0,0.1148,0
server,medium,warning,restart,auto_scaling_group,7,2,9,4,4,1,0,37.5,1,190.1,1,444.06,62,44.5,1,0.0,1,2,1,0,1,0.4398,0
server,medium,warning,restart,dependency_circuit_breaker,7,2,9,4,4,1,0,37.5,1,190.1,1,444.06,62,44.5,1,0.0,1,3,0,0,0,0.898,1
storage,low,degraded,scale,direct_lift_shift,6,0,6,1,1,0,0,78.3,1,-1.0,0,41.01,63,-1.0,0,20.5,1,1,0,0,0,0.2264,0
storage,low,degraded,scale,phased_blue_green,6,0,6,1,1,0,0,78.3,1,-1.0,0,41.01,63,-1.0,0,20.5,1,2,1,1,1,0.6632,0
storage,low,degraded,scale,multi_az_modernize,6,0,6,1,1,0,0,78.3,1,-1.0,0,41.01,63,-1.0,0,20.5,1,3,1,0,1,0.4676,0
storage,low,degraded,scale,read_replica_offload,6,0,6,1,1,0,0,78.3,1,-1.0,0,41.01,63,-1.0,0,20.5,1,3,0,1,0,0.059,0
storage,low,degraded,scale,auto_scaling_group,6,0,6,1,1,0,0,78.3,1,-1.0,0,41.01,63,-1.0,0,20.5,1,2,1,0,1,0.0674,0
storage,low,degraded,scale,dependency_circuit_breaker,6,0,6,1,1,0,0,78.3,1,-1.0,0,41.01,63,-1.0,0,20.5,1,3,0,0,0,0.9489,1
storage,high,degraded,restart,direct_lift_shift,5,4,9,1,0,0,0,85.6,1,130.5,1,2270.18,77,21.5,1,0.0,1,1,0,0,0,0.234,0
storage,high,degraded,restart,phased_blue_green,5,4,9,1,0,0,0,85.6,1,130.5,1,2270.18,77,21.5,1,0.0,1,2,1,1,1,0.6563,0
storage,high,degraded,restart,multi_az_modernize,5,4,9,1,0,0,0,85.6,1,130.5,1,2270.18,77,21.5,1,0.0,1,3,1,0,1,0.8999,1
storage,high,degraded,restart,read_replica_offload,5,4,9,1,0,0,0,85.6,1,130.5,1,2270.18,77,21.5,1,0.0,1,3,0,1,0,0.0573,0
storage,high,degraded,restart,auto_scaling_group,5,4,9,1,0,0,0,85.6,1,130.5,1,2270.18,77,21.5,1,0.0,1,2,1,0,1,0.0996,0
storage,high,degraded,restart,dependency_circuit_breaker,5,4,9,1,0,0,0,85.6,1,130.5,1,2270.18,77,21.5,1,0.0,1,3,0,0,0,0.8598,1
server,critical,degraded,scale,direct_lift_shift,3,5,8,3,0,0,0,91.4,1,-1.0,0,1992.25,93,-1.0,0,996.12,1,1,0,0,0,0.2211,0
server,critical,degraded,scale,phased_blue_green,3,5,8,3,0,0,0,91.4,1,-1.0,0,1992.25,93,-1.0,0,996.12,1,2,1,1,1,0.6647,0
server,critical,degraded,scale,multi_az_modernize,3,5,8,3,0,0,0,91.4,1,-1.0,0,1992.25,93,-1.0,0,996.12,1,3,1,0,1,0.98,1
server,critical,degraded,scale,read_replica_offload,3,5,8,3,0,0,0,91.4,1,-1.0,0,1992.25,93,-1.0,0,996.12,1,3,0,1,0,0.1699,0
server,critical,degraded,scale,auto_scaling_group,3,5,8,3,0,0,0,91.4,1,-1.0,0,1992.25,93,-1.0,0,996.12,1,2,1,0,1,0.98,1
server,critical,degraded,scale,dependency_circuit_breaker,3,5,8,3,0,0,0,91.4,1,-1.0,0,1992.25,93,-1.0,0,996.12,1,3,0,0,0,0.9323,1
storage,high,active,restart,direct_lift_shift,8,6,14,0,4,1,0,10.4,1,99.0,1,283.91,72,40.0,1,0.0,1,1,0,0,0,0.2452,0
storage,high,active,restart,phased_blue_green,8,6,14,0,4,1,0,10.4,1,99.0,1,283.91,72,40.0,1,0.0,1,2,1,1,1,0.7106,1
storage,high,active,restart,multi_az_modernize,8,6,14,0,4,1,0,10.4,1,99.0,1,283.91,72,40.0,1,0.0,1,3,1,0,1,0.8913,1
storage,high,active,restart,read_replica_offload,8,6,14,0,4,1,0,10.4,1,99.0,1,283.91,72,40.0,1,0.0,1,3,0,1,0,0.0987,0
storage,high,active,restart,auto_scaling_group,8,6,14,0,4,1,0,10.4,1,99.0,1,283.91,72,40.0,1,0.0,1,2,1,0,1,0.1568,0
storage,high,active,restart,dependency_circuit_breaker,8,6,14,0,4,1,0,10.4,1,99.0,1,283.91,72,40.0,1,0.0,1,3,0,0,0,0.5281,0
server,low,active,restart,direct_lift_shift,5,4,9,4,0,1,0,58.4,1,972.9,1,435.35,55,63.6,1,0.0,1,1,0,0,0,0.2755,0
server,low,active,restart,phased_blue_green,5,4,9,4,0,1,0,58.4,1,972.9,1,435.35,55,63.6,1,0.0,1,2,1,1,1,0.631,0
server,low,active,restart,multi_az_modernize,5,4,9,4,0,1,0,58.4,1,972.9,1,435.35,55,63.6,1,0.0,1,3,1,0,1,0.98,1
server,low,active,restart,read_replica_offload,5,4,9,4,0,1,0,58.4,1,972.9,1,435.35,55,63.6,1,0.0,1,3,0,1,0,0.1256,0
server,low,active,restart,auto_scaling_group,5,4,9,4,0,1,0,58.4,1,972.9,1,435.35,55,63.6,1,0.0,1,2,1,0,1,0.5286,0
server,low,active,restart,dependency_circuit_breaker,5,4,9,4,0,1,0,58.4,1,972.9,1,435.35,55,63.6,1,0.0,1,3,0,0,0,0.8843,1
storage,critical,degraded,migrate,direct_lift_shift,0,6,6,0,0,0,1,75.1,1,858.8,1,186.58,75,57.9,1,37.32,1,1,0,0,0,0.0865,0
storage,critical,degraded,migrate,phased_blue_green,0,6,6,0,0,0,1,75.1,1,858.8,1,186.58,75,57.9,1,37.32,1,2,1,1,1,0.4917,0
storage,critical,degraded,migrate,multi_az_modernize,0,6,6,0,0,0,1,75.1,1,858.8,1,186.58,75,57.9,1,37.32,1,3,1,0,1,0.9249,1
storage,critical,degraded,migrate,read_replica_offload,0,6,6,0,0,0,1,75.1,1,858.8,1,186.58,75,57.9,1,37.32,1,3,0,1,0,0.1722,0
storage,critical,degraded,migrate,auto_scaling_group,0,6,6,0,0,0,1,75.1,1,858.8,1,186.58,75,57.9,1,37.32,1,2,1,0,1,0.1021,0
storage,critical,degraded,migrate,dependency_circuit_breaker,0,6,6,0,0,0,1,75.1,1,858.8,1,186.58,75,57.9,1,37.32,1,3,0,0,0,0.1329,0
lambda,high,warning,fail,direct_lift_shift,2,6,8,2,2,0,0,83.6,1,-1.0,0,1650.24,100,24.9,1,0.0,1,1,0,0,0,0.5844,0
lambda,high,warning,fail,phased_blue_green,2,6,8,2,2,0,0,83.6,1,-1.0,0,1650.24,100,24.9,1,0.0,1,2,1,1,1,0.5042,0
lambda,high,warning,fail,multi_az_modernize,2,6,8,2,2,0,0,83.6,1,-1.0,0,1650.24,100,24.9,1,0.0,1,3,1,0,1,0.7986,1
lambda,high,warning,fail,read_replica_offload,2,6,8,2,2,0,0,83.6,1,-1.0,0,1650.24,100,24.9,1,0.0,1,3,0,1,0,0.0637,0
lambda,high,warning,fail,auto_scaling_group,2,6,8,2,2,0,0,83.6,1,-1.0,0,1650.24,100,24.9,1,0.0,1,2,1,0,1,0.5223,0
lambda,high,warning,fail,dependency_circuit_breaker,2,6,8,2,2,0,0,83.6,1,-1.0,0,1650.24,100,24.9,1,0.0,1,3,0,0,0,0.4838,0
container,high,active,fail,direct_lift_shift,2,0,2,0,1,0,0,62.3,1,-1.0,0,1350.9,77,19.9,1,0.0,1,1,0,0,0,0.551,0
container,high,active,fail,phased_blue_green,2,0,2,0,1,0,0,62.3,1,-1.0,0,1350.9,77,19.9,1,0.0,1,2,1,1,1,0.6143,0
container,high,active,fail,multi_az_modernize,2,0,2,0,1,0,0,62.3,1,-1.0,0,1350.9,77,19.9,1,0.0,1,3,1,0,1,0.9694,1
container,high,active,fail,read_replica_offload,2,0,2,0,1,0,0,62.3,1,-1.0,0,1350.9,77,19.9,1,0.0,1,3,0,1,0,0.1154,0
container,high,active,fail,auto_scaling_group,2,0,2,0,1,0,0,62.3,1,-1.0,0,1350.9,77,19.9,1,0.0,1,2,1,0,1,0.5043,0
container,high,active,fail,dependency_circuit_breaker,2,0,2,0,1,0,0,62.3,1,-1.0,0,1350.9,77,19.9,1,0.0,1,3,0,0,0,0.49,0
storage,high,active,scale,direct_lift_shift,0,2,2,0,0,0,0,51.4,1,215.4,1,346.56,30,25.8,1,173.28,1,1,0,0,0,0.6117,0
storage,high,active,scale,phased_blue_green,0,2,2,0,0,0,0,51.4,1,215.4,1,346.56,30,25.8,1,173.28,1,2,1,1,1,0.5112,0
storage,high,active,scale,multi_az_modernize,0,2,2,0,0,0,0,51.4,1,215.4,1,346.56,30,25.8,1,173.28,1,3,1,0,1,0.9117,1
storage,high,active,scale,read_replica_offload,0,2,2,0,0,0,0,51.4,1,215.4,1,346.56,30,25.8,1,173.28,1,3,0,1,0,0.1046,0
storage,high,active,scale,auto_scaling_group,0,2,2,0,0,0,0,51.4,1,215.4,1,346.56,30,25.8,1,173.28,1,2,1,0,1,0.1848,0
storage,high,active,scale,dependency_circuit_breaker,0,2,2,0,0,0,0,51.4,1,215.4,1,346.56,30,25.8,1,173.28,1,3,0,0,0,0.1509,0
storage,critical,active,fail,direct_lift_shift,5,4,9,4,1,1,0,72.5,1,131.9,1,1592.43,100,26.6,1,0.0,1,1,0,0,0,0.2109,0
storage,critical,active,fail,phased_blue_green,5,4,9,4,1,1,0,72.5,1,131.9,1,1592.43,100,26.6,1,0.0,1,2,1,1,1,0.6255,0
storage,critical,active,fail,multi_az_modernize,5,4,9,4,1,1,0,72.5,1,131.9,1,1592.43,100,26.6,1,0.0,1,3,1,0,1,0.8208,1
storage,critical,active,fail,read_replica_offload,5,4,9,4,1,1,0,72.5,1,131.9,1,1592.43,100,26.6,1,0.0,1,3,0,1,0,0.1811,0
storage,critical,active,fail,auto_scaling_group,5,4,9,4,1,1,0,72.5,1,131.9,1,1592.43,100,26.6,1,0.0,1,2,1,0,1,0.1845,0
storage,critical,active,fail,dependency_circuit_breaker,5,4,9,4,1,1,0,72.5,1,131.9,1,1592.43,100,26.6,1,0.0,1,3,0,0,0,0.8668,1
server,medium,warning,scale,direct_lift_shift,3,6,9,1,1,1,0,82.3,1,-1.0,0,2192.01,85,-1.0,0,1096.01,1,1,0,0,0,0.2387,0
server,medium,warning,scale,phased_blue_green,3,6,9,1,1,1,0,82.3,1,-1.0,0,2192.01,85,-1.0,0,1096.01,1,2,1,1,1,0.6245,0
server,medium,warning,scale,multi_az_modernize,3,6,9,1,1,1,0,82.3,1,-1.0,0,2192.01,85,-1.0,0,1096.01,1,3,1,0,1,0.98,1
server,medium,warning,scale,read_replica_offload,3,6,9,1,1,1,0,82.3,1,-1.0,0,2192.01,85,-1.0,0,1096.01,1,3,0,1,0,0.05,0
server,medium,warning,scale,auto_scaling_group,3,6,9,1,1,1,0,82.3,1,-1.0,0,2192.01,85,-1.0,0,1096.01,1,2,1,0,1,0.9546,1
server,medium,warning,scale,dependency_circuit_breaker,3,6,9,1,1,1,0,82.3,1,-1.0,0,2192.01,85,-1.0,0,1096.01,1,3,0,0,0,0.8957,1
database,medium,warning,scale,direct_lift_shift,0,6,6,0,0,0,0,45.5,1,410.1,1,1001.76,20,50.5,1,500.88,1,1,0,0,0,0.6331,0
database,medium,warning,scale,phased_blue_green,0,6,6,0,0,0,0,45.5,1,410.1,1,1001.76,20,50.5,1,500.88,1,2,1,1,1,0.4958,0
database,medium,warning,scale,multi_az_modernize,0,6,6,0,0,0,0,45.5,1,410.1,1,1001.76,20,50.5,1,500.88,1,3,1,0,1,0.6297,0
database,medium,warning,scale,read_replica_offload,0,6,6,0,0,0,0,45.5,1,410.1,1,1001.76,20,50.5,1,500.88,1,3,0,1,0,0.49,0
database,medium,warning,scale,auto_scaling_group,0,6,6,0,0,0,0,45.5,1,410.1,1,1001.76,20,50.5,1,500.88,1,2,1,0,1,0.1111,0
database,medium,warning,scale,dependency_circuit_breaker,0,6,6,0,0,0,0,45.5,1,410.1,1,1001.76,20,50.5,1,500.88,1,3,0,0,0,0.1532,0
server,critical,degraded,scale,direct_lift_shift,7,3,10,3,2,0,0,61.9,1,769.1,1,1715.79,93,63.5,1,857.89,1,1,0,0,0,0.3074,0
server,critical,degraded,scale,phased_blue_green,7,3,10,3,2,0,0,61.9,1,769.1,1,1715.79,93,63.5,1,857.89,1,2,1,1,1,0.5804,0
server,critical,degraded,scale,multi_az_modernize,7,3,10,3,2,0,0,61.9,1,769.1,1,1715.79,93,63.5,1,857.89,1,3,1,0,1,0.98,1
server,critical,degraded,scale,read_replica_offload,7,3,10,3,2,0,0,61.9,1,769.1,1,1715.79,93,63.5,1,857.89,1,3,0,1,0,0.0779,0
server,critical,degraded,scale,auto_scaling_group,7,3,10,3,2,0,0,61.9,1,769.1,1,1715.79,93,63.5,1,857.89,1,2,1,0,1,0.9347,1
server,critical,degraded,scale,dependency_circuit_breaker,7,3,10,3,2,0,0,61.9,1,769.1,1,1715.79,93,63.5,1,857.89,1,3,0,0,0,0.9296,1
storage,high,warning,migrate,direct_lift_shift,6,5,11,0,3,0,0,23.5,1,533.2,1,315.94,67,56.7,1,63.19,1,1,0,0,0,0.1431,0
storage,high,warning,migrate,phased_blue_green,6,5,11,0,3,0,0,23.5,1,533.2,1,315.94,67,56.7,1,63.19,1,2,1,1,1,0.6666,0
storage,high,warning,migrate,multi_az_modernize,6,5,11,0,3,0,0,23.5,1,533.2,1,315.94,67,56.7,1,63.19,1,3,1,0,1,0.875,1
storage,high,warning,migrate,read_replica_offload,6,5,11,0,3,0,0,23.5,1,533.2,1,315.94,67,56.7,1,63.19,1,3,0,1,0,0.1092,0
storage,high,warning,migrate,auto_scaling_group,6,5,11,0,3,0,0,23.5,1,533.2,1,315.94,67,56.7,1,63.19,1,2,1,0,1,0.1811,0
storage,high,warning,migrate,dependency_circuit_breaker,6,5,11,0,3,0,0,23.5,1,533.2,1,315.94,67,56.7,1,63.19,1,3,0,0,0,0.4707,0
server,medium,active,restart,direct_lift_shift,1,4,5,1,3,0,0,58.2,1,207.0,1,313.92,35,40.4,1,0.0,1,1,0,0,0,0.6313,0
server,medium,active,restart,phased_blue_green,1,4,5,1,3,0,0,58.2,1,207.0,1,313.92,35,40.4,1,0.0,1,2,1,1,1,0.5021,0
server,medium,active,restart,multi_az_modernize,1,4,5,1,3,0,0,58.2,1,207.0,1,313.92,35,40.4,1,0.0,1,3,1,0,1,0.7418,1
server,medium,active,restart,read_replica_offload,1,4,5,1,3,0,0,58.2,1,207.0,1,313.92,35,40.4,1,0.0,1,3,0,1,0,0.0919,0
server,medium,active,restart,auto_scaling_group,1,4,5,1,3,0,0,58.2,1,207.0,1,313.92,35,40.4,1,0.0,1,2,1,0,1,0.5152,0
server,medium,active,restart,dependency_circuit_breaker,1,4,5,1,3,0,0,58.2,1,207.0,1,313.92,35,40.4,1,0.0,1,3,0,0,0,0.4984,0
lambda,critical,warning,migrate,direct_lift_shift,5,3,8,4,2,1,3,87.1,1,-1.0,0,1162.05,100,24.9,1,232.41,1,1,0,0,0,0.2462,0
lambda,critical,warning,migrate,phased_blue_green,5,3,8,4,2,1,3,87.1,1,-1.0,0,1162.05,100,24.9,1,232.41,1,2,1,1,1,0.4604,0
lambda,critical,warning,migrate,multi_az_modernize,5,3,8,4,2,1,3,87.1,1,-1.0,0,1162.05,100,24.9,1,232.41,1,3,1,0,1,0.8215,1
lambda,critical,warning,migrate,read_replica_offload,5,3,8,4,2,1,3,87.1,1,-1.0,0,1162.05,100,24.9,1,232.41,1,3,0,1,0,0.05,0
lambda,critical,warning,migrate,auto_scaling_group,5,3,8,4,2,1,3,87.1,1,-1.0,0,1162.05,100,24.9,1,232.41,1,2,1,0,1,0.5573,0
lambda,critical,warning,migrate,dependency_circuit_breaker,5,3,8,4,2,1,3,87.1,1,-1.0,0,1162.05,100,24.9,1,232.41,1,3,0,0,0,0.8256,1
server,low,active,fail,direct_lift_shift,2,0,2,2,4,0,0,40.8,1,-1.0,0,1461.41,70,35.0,1,0.0,1,1,0,0,0,0.5726,0
server,low,active,fail,phased_blue_green,2,0,2,2,4,0,0,40.8,1,-1.0,0,1461.41,70,35.0,1,0.0,1,2,1,1,1,0.6462,0
server,low,active,fail,multi_az_modernize,2,0,2,2,4,0,0,40.8,1,-1.0,0,1461.41,70,35.0,1,0.0,1,3,1,0,1,0.7165,1
server,low,active,fail,read_replica_offload,2,0,2,2,4,0,0,40.8,1,-1.0,0,1461.41,70,35.0,1,0.0,1,3,0,1,0,0.163,0
server,low,active,fail,auto_scaling_group,2,0,2,2,4,0,0,40.8,1,-1.0,0,1461.41,70,35.0,1,0.0,1,2,1,0,1,0.4257,0
server,low,active,fail,dependency_circuit_breaker,2,0,2,2,4,0,0,40.8,1,-1.0,0,1461.41,70,35.0,1,0.0,1,3,0,0,0,0.4797,0
application,medium,warning,migrate,direct_lift_shift,7,3,10,3,1,1,1,58.2,1,-1.0,0,872.6,77,19.9,1,174.52,1,1,0,0,0,0.1649,0
application,medium,warning,migrate,phased_blue_green,7,3,10,3,1,1,1,58.2,1,-1.0,0,872.6,77,19.9,1,174.52,1,2,1,1,1,0.98,1
application,medium,warning,migrate,multi_az_modernize,7,3,10,3,1,1,1,58.2,1,-1.0,0,872.6,77,19.9,1,174.52,1,3,1,0,1,0.9109,1
application,medium,warning,migrate,read_replica_offload,7,3,10,3,1,1,1,58.2,1,-1.0,0,872.6,77,19.9,1,174.52,1,3,0,1,0,0.1636,0
application,medium,warning,migrate,auto_scaling_group,7,3,10,3,1,1,1,58.2,1,-1.0,0,872.6,77,19.9,1,174.52,1,2,1,0,1,0.5048,0
application,medium,warning,migrate,dependency_circuit_breaker,7,3,10,3,1,1,1,58.2,1,-1.0,0,872.6,77,19.9,1,174.52,1,3,0,0,0,0.9418,1
application,low,active,fail,direct_lift_shift,3,1,4,1,3,0,0,20.0,1,-1.0,0,752.88,70,29.9,1,0.0,1,1,0,0,0,0.2734,0
application,low,active,fail,phased_blue_green,3,1,4,1,3,0,0,20.0,1,-1.0,0,752.88,70,29.9,1,0.0,1,2,1,1,1,0.6326,0
application,low,active,fail,multi_az_modernize,3,1,4,1,3,0,0,20.0,1,-1.0,0,752.88,70,29.9,1,0.0,1,3,1,0,1,0.4436,0
application,low,active,fail,read_replica_offload,3,1,4,1,3,0,0,20.0,1,-1.0,0,752.88,70,29.9,1,0.0,1,3,0,1,0,0.111,0
application,low,active,fail,auto_scaling_group,3,1,4,1,3,0,0,20.0,1,-1.0,0,752.88,70,29.9,1,0.0,1,2,1,0,1,0.4403,0
application,low,active,fail,dependency_circuit_breaker,3,1,4,1,3,0,0,20.0,1,-1.0,0,752.88,70,29.9,1,0.0,1,3,0,0,0,0.9518,1
database,medium,active,fail,direct_lift_shift,2,6,8,2,4,1,0,22.9,1,850.9,1,1597.86,92,92.5,1,0.0,1,1,0,0,0,0.2435,0
database,medium,active,fail,phased_blue_green,2,6,8,2,4,1,0,22.9,1,850.9,1,1597.86,92,92.5,1,0.0,1,2,1,1,1,0.6978,0
database,medium,active,fail,multi_az_modernize,2,6,8,2,4,1,0,22.9,1,850.9,1,1597.86,92,92.5,1,0.0,1,3,1,0,1,0.98,1
database,medium,active,fail,read_replica_offload,2,6,8,2,4,1,0,22.9,1,850.9,1,1597.86,92,92.5,1,0.0,1,3,0,1,0,0.5108,0
database,medium,active,fail,auto_scaling_group,2,6,8,2,4,1,0,22.9,1,850.9,1,1597.86,92,92.5,1,0.0,1,2,1,0,1,0.1584,0
database,medium,active,fail,dependency_circuit_breaker,2,6,8,2,4,1,0,22.9,1,850.9,1,1597.86,92,92.5,1,0.0,1,3,0,0,0,0.4982,0
server,low,warning,migrate,direct_lift_shift,6,1,7,1,2,1,0,58.5,1,224.5,1,1408.07,65,36.2,1,281.61,1,1,0,0,0,0.2327,0
server,low,warning,migrate,phased_blue_green,6,1,7,1,2,1,0,58.5,1,224.5,1,1408.07,65,36.2,1,281.61,1,2,1,1,1,0.98,1
server,low,warning,migrate,multi_az_modernize,6,1,7,1,2,1,0,58.5,1,224.5,1,1408.07,65,36.2,1,281.61,1,3,1,0,1,0.98,1
server,low,warning,migrate,read_replica_offload,6,1,7,1,2,1,0,58.5,1,224.5,1,1408.07,65,36.2,1,281.61,1,3,0,1,0,0.0516,0
server,low,warning,migrate,auto_scaling_group,6,1,7,1,2,1,0,58.5,1,224.5,1,1408.07,65,36.2,1,281.61,1,2,1,0,1,0.5497,0
server,low,warning,migrate,dependency_circuit_breaker,6,1,7,1,2,1,0,58.5,1,224.5,1,1408.07,65,36.2,1,281.61,1,3,0,0,0,0.9291,1
database,high,warning,restart,direct_lift_shift,7,1,8,2,0,0,0,30.9,1,949.6,1,106.14,57,77.5,1,0.0,1,1,0,0,0,0.2526,0
database,high,warning,restart,phased_blue_green,7,1,8,2,0,0,0,30.9,1,949.6,1,106.14,57,77.5,1,0.0,1,2,1,1,1,0.7166,1
database,high,warning,restart,multi_az_modernize,7,1,8,2,0,0,0,30.9,1,949.6,1,106.14,57,77.5,1,0.0,1,3,1,0,1,0.98,1
database,high,warning,restart,read_replica_offload,7,1,8,2,0,0,0,30.9,1,949.6,1,106.14,57,77.5,1,0.0,1,3,0,1,0,0.98,1
database,high,warning,restart,auto_scaling_group,7,1,8,2,0,0,0,30.9,1,949.6,1,106.14,57,77.5,1,0.0,1,2,1,0,1,0.157,0
database,high,warning,restart,dependency_circuit_breaker,7,1,8,2,0,0,0,30.9,1,949.6,1,106.14,57,77.5,1,0.0,1,3,0,0,0,0.859,1
storage,high,active,migrate,direct_lift_shift,5,6,11,4,3,1,2,32.7,1,779.5,1,988.2,92,69.0,1,197.64,1,1,0,0,0,0.2239,0
storage,high,active,migrate,phased_blue_green,5,6,11,4,3,1,2,32.7,1,779.5,1,988.2,92,69.0,1,197.64,1,2,1,1,1,0.6896,0
storage,high,active,migrate,multi_az_modernize,5,6,11,4,3,1,2,32.7,1,779.5,1,988.2,92,69.0,1,197.64,1,3,1,0,1,0.8952,1
storage,high,active,migrate,read_replica_offload,5,6,11,4,3,1,2,32.7,1,779.5,1,988.2,92,69.0,1,197.64,1,3,0,1,0,0.1291,0
storage,high,active,migrate,auto_scaling_group,5,6,11,4,3,1,2,32.7,1,779.5,1,988.2,92,69.0,1,197.64,1,2,1,0,1,0.1339,0
